YEAR ,MONTH,INDEX
2016,3.00E+00,4.73E-01
2016,4.00E+00,-4.00E-01
2016,5.00E+00,-6.82E-01
2016,6.00E+00,-9.58E-01
2016,7.00E+00,-4.86E-01
2016,8.00E+00,-5.44E-01
2016,9.00E+00,-7.73E-01
2016,1.00E+01,3.53E-01
2016,1.10E+01,1.16E+00
2016,1.20E+01,-1.54E+00
2017,1.00E+00,-2.66E-01
2017,2.00E+00,-6.71E-01
2017,3.00E+00,-8.94E-01
2017,4.00E+00,-1.13E-01
2017,5.00E+00,-4.58E-01
2017,6.00E+00,-2.95E-01
2017,7.00E+00,-4.45E-01
2017,8.00E+00,-5.31E-01
2017,9.00E+00,-5.26E-01
2017,1.00E+01,-1.41E+00
2017,1.10E+01,-2.06E+00
2017,1.20E+01,-2.69E+00
2018,1.00E+00,-1.49E+00
2018,2.00E+00,-2.23E+00
2018,3.00E+00,-2.04E+00
2018,4.00E+00,-2.06E+00
2018,5.00E+00,-1.92E+00
2018,6.00E+00,-1.93E+00
2018,7.00E+00,-1.57E+00
2018,8.00E+00,-2.12E+00
2018,9.00E+00,-2.33E+00
2018,1.00E+01,-2.34E+00
2018,1.10E+01,-1.75E+00
2018,1.20E+01,-1.08E+00
2019,1.00E+00,-8.58E-01
2019,2.00E+00,-2.57E+00
2019,3.00E+00,-1.99E+00
2019,4.00E+00,-2.15E+00
2019,5.00E+00,-2.12E+00
2019,6.00E+00,-1.99E+00
2019,7.00E+00,-2.22E+00
2019,8.00E+00,-1.99E+00
2019,9.00E+00,-2.53E+00
2019,1.00E+01,-2.67E+00
2019,1.10E+01,-3.65E+00
2019,1.20E+01,-2.93E+00
2020,1.00E+00,-1.71E+00
2020,2.00E+00,-2.04E+00
2020,3.00E+00,-1.77E+00
2020,4.00E+00,-1.89E+00
2020,5.00E+00,-1.05E+00
2020,6.00E+00,-1.45E+00
2020,7.00E+00,-1.25E+00
