"","year","production","pop_name","n","originprop","originpercentage"
"341",2015,"Natural","Hoko Fall Chinook",1245,0.169919475911014,16.9919475911014
"342",2016,"Hatchery","Hoko Fall Chinook",543,0.0372709177019699,3.72709177019699
"343",2016,"Natural","Hoko Fall Chinook",47,0.00527734111834718,0.527734111834718
"344",2017,"Hatchery","Hoko Fall Chinook",644,0.0508608434686463,5.08608434686463
"345",2017,"Natural","Hoko Fall Chinook",581,0.0583099156965074,5.83099156965074
"346",2018,"Hatchery","Hoko Fall Chinook",236,0.0241037687672352,2.41037687672352
"347",2018,"Natural","Hoko Fall Chinook",1943,0.222744468646108,22.2744468646108
"348",1974,"Composite","Lower Sauk Chinook",1082,0.0400533056933442,4.00533056933442
"349",1975,"Composite","Lower Sauk Chinook",964,0.0393469387755102,3.93469387755102
"350",1976,"Composite","Lower Sauk Chinook",1770,0.0693274842348517,6.93274842348517
"351",1977,"Composite","Lower Sauk Chinook",926,0.0413799267137367,4.13799267137367
"352",1978,"Composite","Lower Sauk Chinook",1640,0.0599459024782513,5.99459024782513
"353",1979,"Composite","Lower Sauk Chinook",1636,0.0446007469807257,4.46007469807257
"354",1980,"Composite","Lower Sauk Chinook",2738,0.06546480489671,6.546480489671
"355",1981,"Composite","Lower Sauk Chinook",1702,0.0939293598233996,9.39293598233996
"356",1982,"Composite","Lower Sauk Chinook",1133,0.0558100586178021,5.58100586178021
"357",1983,"Composite","Lower Sauk Chinook",375,0.0170199246584668,1.70199246584668
"358",1984,"Composite","Lower Sauk Chinook",680,0.0274370561652679,2.74370561652679
"359",1985,"Composite","Lower Sauk Chinook",515,0.0160836976889444,1.60836976889444
"360",1986,"Composite","Lower Sauk Chinook",1143,0.0317447092151308,3.17447092151308
"361",1987,"Composite","Lower Sauk Chinook",792,0.023568622783002,2.3568622783002
"362",1988,"Composite","Lower Sauk Chinook",1052,0.0311463761250592,3.11463761250592
"363",1989,"Composite","Lower Sauk Chinook",449,0.0141359443377515,1.41359443377515
"364",1990,"Composite","Lower Sauk Chinook",1294,0.034476327498468,3.4476327498468
"365",1991,"Composite","Lower Sauk Chinook",658,0.0235800035835872,2.35800035835872
"366",1992,"Composite","Lower Sauk Chinook",469,0.0206036111233142,2.06036111233142
"367",1993,"Composite","Lower Sauk Chinook",205,0.0105031253202172,1.05031253202172
"368",1994,"Composite","Lower Sauk Chinook",112,0.00537840952746831,0.537840952746831
"369",1995,"Composite","Lower Sauk Chinook",278,0.010538286580743,1.0538286580743
"370",1996,"Composite","Lower Sauk Chinook",1103,0.0391454022784541,3.91454022784541
"371",1997,"Composite","Lower Sauk Chinook",295,0.0175230175230175,1.75230175230175
"372",1998,"Composite","Lower Sauk Chinook",460,0.0154155495978552,1.54155495978552
"373",1999,"Composite","Lower Sauk Chinook",295,0.0154782517445826,1.54782517445826
"374",2000,"Composite","Lower Sauk Chinook",576,0.0205164737310775,2.05164737310775
"375",2001,"Composite","Lower Sauk Chinook",1103,0.0371868783925019,3.71868783925019
"376",2002,"Composite","Lower Sauk Chinook",910,0.0222940859424764,2.22940859424764
"377",2003,"Composite","Lower Sauk Chinook",1493,0.0772694338060242,7.72694338060242
"378",2004,"Composite","Lower Sauk Chinook",443,0.0118560149872876,1.18560149872876
"379",2005,"Composite","Lower Sauk Chinook",875,0.0332320546904671,3.32320546904671
"380",2006,"Composite","Lower Sauk Chinook",1095,0.0457240688157675,4.57240688157675
"381",2007,"Composite","Lower Sauk Chinook",383,0.0304596787020837,3.04596787020837
"382",2008,"Composite","Lower Sauk Chinook",538,0.0393706549579217,3.93706549579217
"383",2009,"Composite","Lower Sauk Chinook",250,0.0307616586686354,3.07616586686354
"384",2010,"Composite","Lower Sauk Chinook",356,0.0376480541455161,3.76480541455161
"385",2011,"Composite","Lower Sauk Chinook",237,0.0351997623644735,3.51997623644735
"386",2012,"Composite","Lower Sauk Chinook",715,0.0420934887554457,4.20934887554457
"387",2013,"Composite","Lower Sauk Chinook",530,0.0392069832815505,3.92069832815505
"388",2014,"Composite","Lower Sauk Chinook",364,0.0298213993118139,2.98213993118139
"389",2015,"Composite","Lower Sauk Chinook",406,0.0270991856894941,2.70991856894941
"390",2016,"Composite","Lower Sauk Chinook",1044,0.0473985290111686,4.73985290111686
"391",2017,"Composite","Lower Sauk Chinook",1001,0.0633383953429511,6.33383953429511
"392",2018,"Composite","Lower Sauk Chinook",378,0.0283315844700944,2.83315844700944
"393",1974,"Composite","Lower Skagit Chinook",3116,0.115347597542015,11.5347597542015
"394",1975,"Composite","Lower Skagit Chinook",3185,0.13,13
"395",1976,"Composite","Lower Skagit Chinook",5590,0.218949512357526,21.8949512357526
"396",1977,"Composite","Lower Skagit Chinook",2485,0.111046563589239,11.1046563589239
"397",1978,"Composite","Lower Skagit Chinook",2987,0.109181957745449,10.9181957745449
"398",1979,"Composite","Lower Skagit Chinook",3829,0.104386467108312,10.4386467108312
"399",1980,"Composite","Lower Skagit Chinook",4921,0.117659716908952,11.7659716908952
"400",1981,"Composite","Lower Skagit Chinook",2348,0.129580573951435,12.9580573951435
"401",1982,"Composite","Lower Skagit Chinook",1932,0.0951677257277967,9.51677257277967
"402",1983,"Composite","Lower Skagit Chinook",3151,0.143012753596877,14.3012753596877
"403",1984,"Composite","Lower Skagit Chinook",2306,0.0930438992898644,9.30438992898644
"404",1985,"Composite","Lower Skagit Chinook",1686,0.0526545908806996,5.26545908806996
"405",1986,"Composite","Lower Skagit Chinook",4584,0.127312114647559,12.7312114647559
"406",1987,"Composite","Lower Skagit Chinook",2635,0.0784132841328413,7.84132841328413
"407",1988,"Composite","Lower Skagit Chinook",2339,0.0692503552818569,6.92503552818569
"408",1989,"Composite","Lower Skagit Chinook",1454,0.045776532443409,4.5776532443409
"409",1990,"Composite","Lower Skagit Chinook",3705,0.0987131324434498,9.87131324434498
"410",1991,"Composite","Lower Skagit Chinook",1510,0.0541121662784447,5.41121662784447
"411",1992,"Composite","Lower Skagit Chinook",1331,0.0584720818872732,5.84720818872732
"412",1993,"Composite","Lower Skagit Chinook",942,0.0482631417153397,4.82631417153397
"413",1994,"Composite","Lower Skagit Chinook",884,0.0424510180560891,4.24510180560891
"414",1995,"Composite","Lower Skagit Chinook",666,0.0252463987869598,2.52463987869598
"415",1996,"Composite","Lower Skagit Chinook",1521,0.0539801966142599,5.39801966142599
"416",1997,"Composite","Lower Skagit Chinook",409,0.0242946242946243,2.42946242946243
"417",1998,"Composite","Lower Skagit Chinook",2388,0.0800268096514745,8.00268096514745
"418",1999,"Composite","Lower Skagit Chinook",1043,0.0547248019308463,5.47248019308463
"419",2000,"Composite","Lower Skagit Chinook",3262,0.116188780053428,11.6188780053428
"420",2001,"Composite","Lower Skagit Chinook",2606,0.087859478776845,8.7859478776845
"421",2002,"Composite","Lower Skagit Chinook",4866,0.119212112303396,11.9212112303396
"422",2003,"Composite","Lower Skagit Chinook",1161,0.0600869475209606,6.00869475209606
"423",2004,"Composite","Lower Skagit Chinook",3070,0.082162451492038,8.2162451492038
"424",2005,"Composite","Lower Skagit Chinook",3320,0.126091910368401,12.6091910368401
"425",2006,"Composite","Lower Skagit Chinook",3508,0.14648404877234,14.648404877234
"426",2007,"Composite","Lower Skagit Chinook",1053,0.0837442341339271,8.37442341339271
"427",2008,"Composite","Lower Skagit Chinook",2685,0.19648737650933,19.648737650933
"428",2009,"Composite","Lower Skagit Chinook",1439,0.177064107296665,17.7064107296665
"429",2010,"Composite","Lower Skagit Chinook",1017,0.10755076142132,10.755076142132
"430",2011,"Composite","Lower Skagit Chinook",820,0.121788207336997,12.1788207336997
"431",2012,"Composite","Lower Skagit Chinook",3295,0.193983280348522,19.3983280348522
"432",2013,"Composite","Lower Skagit Chinook",1551,0.114735907678651,11.4735907678651
"433",2014,"Composite","Lower Skagit Chinook",1785,0.146239554317549,14.6239554317549
"434",2015,"Composite","Lower Skagit Chinook",2203,0.147043118408757,14.7043118408757
"435",2016,"Composite","Lower Skagit Chinook",2840,0.128938527195133,12.8938527195133
"436",2017,"Composite","Lower Skagit Chinook",3786,0.23955960516325,23.955960516325
"437",2018,"Composite","Lower Skagit Chinook",1923,0.14413131464548,14.413131464548
"438",1990,"Composite","Mid Hood Canal Chinook",45,0.00119894492846295,0.119894492846295
"439",1991,"Composite","Mid Hood Canal Chinook",86,0.00308188496685182,0.308188496685182
"440",1992,"Composite","Mid Hood Canal Chinook",96,0.00421737029389799,0.421737029389799
"441",1993,"Composite","Mid Hood Canal Chinook",112,0.00573829285787478,0.573829285787478
"442",1994,"Composite","Mid Hood Canal Chinook",384,0.0184402612370342,1.84402612370342
"443",1995,"Composite","Mid Hood Canal Chinook",103,0.00390447308567096,0.390447308567096
"444",1996,"Composite","Mid Hood Canal Chinook",24,0.000851758526457749,0.0851758526457749
"445",1998,"Composite","Mid Hood Canal Chinook",287,0.00961796246648794,0.961796246648794
"446",1999,"Composite","Mid Hood Canal Chinook",762,0.0399811112860066,3.99811112860066
"447",2000,"Composite","Mid Hood Canal Chinook",438,0.0156010685663402,1.56010685663402
"448",2001,"Composite","Mid Hood Canal Chinook",322,0.0108560062034321,1.08560062034321
"449",2002,"Composite","Mid Hood Canal Chinook",95,0.00232740457641237,0.232740457641237
"450",2003,"Composite","Mid Hood Canal Chinook",194,0.0100403684918745,1.00403684918745
"451",2004,"Composite","Mid Hood Canal Chinook",129,0.00345242874347652,0.345242874347652
"452",2005,"Composite","Mid Hood Canal Chinook",45,0.00170907709836688,0.170907709836688
"453",2006,"Composite","Mid Hood Canal Chinook",30,0.00125271421413062,0.125271421413062
"454",2007,"Composite","Mid Hood Canal Chinook",73,0.00580563066645459,0.580563066645459
"455",2008,"Composite","Mid Hood Canal Chinook",253,0.018514452982071,1.8514452982071
"456",2009,"Composite","Mid Hood Canal Chinook",127,0.0156269226036668,1.56269226036668
"457",2010,"Composite","Mid Hood Canal Chinook",58,0.0061336717428088,0.61336717428088
"458",2011,"Composite","Mid Hood Canal Chinook",268,0.0398039506906282,3.98039506906282
"459",2012,"Composite","Mid Hood Canal Chinook",394,0.0231955728246791,2.31955728246791
"460",2013,"Composite","Mid Hood Canal Chinook",626,0.0463086255363219,4.63086255363219
"461",2014,"Composite","Mid Hood Canal Chinook",141,0.0115516958872686,1.15516958872686
"462",2015,"Composite","Mid Hood Canal Chinook",259,0.0172874115605393,1.72874115605393
"463",2016,"Composite","Mid Hood Canal Chinook",291,0.0132116589485154,1.32116589485154
"464",2017,"Composite","Mid Hood Canal Chinook",374,0.0236648949633004,2.36648949633004
"465",2018,"Composite","Mid Hood Canal Chinook",63,0.00472193074501574,0.472193074501574
"466",2019,"Composite","Mid Hood Canal Chinook",21,1,100
"467",1968,"Composite","Nisqually Chinook",600,0.0396694214876033,3.96694214876033
"468",1969,"Composite","Nisqually Chinook",300,0.0231875096614624,2.31875096614624
"469",1970,"Composite","Nisqually Chinook",900,0.0323415265200517,3.23415265200517
"470",1971,"Composite","Nisqually Chinook",800,0.0365898280278083,3.65898280278083
"471",1972,"Composite","Nisqually Chinook",700,0.0545596258768511,5.45596258768511
"472",1973,"Composite","Nisqually Chinook",700,0.0502981964503844,5.02981964503844
"473",1974,"Composite","Nisqually Chinook",500,0.0185089213000666,1.85089213000666
"474",1975,"Composite","Nisqually Chinook",550,0.0224489795918367,2.24489795918367
"475",1976,"Composite","Nisqually Chinook",450,0.0176256315851318,1.76256315851318
"476",1977,"Composite","Nisqually Chinook",220,0.00983108410045581,0.983108410045581
"477",1978,"Composite","Nisqually Chinook",178,0.00650632356166386,0.650632356166386
"478",1979,"Composite","Nisqually Chinook",1665,0.0453913470188926,4.53913470188926
"479",1980,"Composite","Nisqually Chinook",1124,0.0268745218056618,2.68745218056618
"480",1981,"Composite","Nisqually Chinook",439,0.0242273730684327,2.42273730684327
"481",1982,"Composite","Nisqually Chinook",848,0.0417713413132358,4.17713413132358
"482",1983,"Composite","Nisqually Chinook",1066,0.0483819724958017,4.83819724958018
"483",1984,"Composite","Nisqually Chinook",313,0.0126291155584248,1.26291155584248
"484",1985,"Composite","Nisqually Chinook",112,0.00349781386633354,0.349781386633354
"485",1986,"Composite","Nisqually Chinook",302,0.0083874909737266,0.83874909737266
"486",1987,"Composite","Nisqually Chinook",85,0.00252946077847875,0.252946077847875
"487",1988,"Composite","Nisqually Chinook",1342,0.0397323543344387,3.97323543344387
"488",1989,"Composite","Nisqually Chinook",2332,0.0734187576740232,7.34187576740232
"489",1990,"Composite","Nisqually Chinook",994,0.026483361308715,2.6483361308715
"490",1991,"Composite","Nisqually Chinook",953,0.0341515857373231,3.41515857373231
"491",1992,"Composite","Nisqually Chinook",106,0.00465667969951237,0.465667969951237
"492",1993,"Composite","Nisqually Chinook",1655,0.0847935239266318,8.47935239266318
"493",1994,"Composite","Nisqually Chinook",1730,0.0830772185939301,8.30772185939301
"494",1995,"Composite","Nisqually Chinook",817,0.0309704321455648,3.09704321455648
"495",1996,"Composite","Nisqually Chinook",606,0.0215069027930582,2.15069027930582
"496",1997,"Composite","Nisqually Chinook",340,0.0201960201960202,2.01960201960202
"497",1998,"Composite","Nisqually Chinook",834,0.0279490616621984,2.79490616621984
"498",1999,"Composite","Nisqually Chinook",1399,0.0734036413243087,7.34036413243087
"499",2000,"Composite","Nisqually Chinook",1253,0.0446304541406946,4.46304541406946
"500",2001,"Composite","Nisqually Chinook",1079,0.0363777350729915,3.63777350729915
"501",2002,"Composite","Nisqually Chinook",1542,0.0377774511245039,3.77774511245039
"502",2003,"Composite","Nisqually Chinook",627,0.0324500569299244,3.24500569299244
"503",2004,"Hatchery","Nisqually Chinook",2519,0.197259201252937,19.7259201252937
"504",2004,"Natural","Nisqually Chinook",269,0.0336544476416865,3.36544476416865
"505",2005,"Hatchery","Nisqually Chinook",1229,0.176327116212339,17.6327116212339
"506",2005,"Natural","Nisqually Chinook",936,0.153644123440578,15.3644123440578
"507",2006,"Hatchery","Nisqually Chinook",1957,0.154422788605697,15.4422788605697
"508",2006,"Natural","Nisqually Chinook",222,0.0156580617858654,1.56580617858654
"509",2007,"Hatchery","Nisqually Chinook",1003,0.105445752733389,10.5445752733389
"510",2007,"Natural","Nisqually Chinook",741,0.077051055422689,7.7051055422689
"511",2008,"Hatchery","Nisqually Chinook",2031,0.202532907857998,20.2532907857998
"512",2008,"Natural","Nisqually Chinook",1368,0.0782653469878139,7.82653469878139
"513",2009,"Hatchery","Nisqually Chinook",687,0.0985652797704448,9.85652797704448
"514",2009,"Natural","Nisqually Chinook",185,0.045465716392234,4.5465716392234
"515",2010,"Hatchery","Nisqually Chinook",1714,0.170394671438513,17.0394671438513
"516",2010,"Natural","Nisqually Chinook",834,0.11357755685687,11.357755685687
"517",2011,"Hatchery","Nisqually Chinook",1962,0.256839900510538,25.6839900510538
"518",2011,"Natural","Nisqually Chinook",302,0.0583913379737046,5.83913379737046
"519",1984,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",45,0.00181568754034861,0.181568754034861
"520",1985,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",258,0.00805746408494691,0.805746408494691
"521",1986,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",226,0.00627673165583514,0.627673165583514
"522",1987,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",181,0.00538626354005476,0.538626354005476
"523",1988,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",456,0.0135007105637139,1.35007105637139
"524",1989,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",303,0.00953940119006391,0.953940119006391
"525",1990,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",10,0.000266432206325101,0.0266432206325101
"526",1991,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",108,0.00387027414441856,0.387027414441856
"527",1992,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",498,0.0218776083995958,2.18776083995958
"528",1993,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",449,0.0230044061891587,2.30044061891587
"529",1994,"Composite","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",45,0.00216096811371494,0.216096811371494
"530",1995,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",59,0.105169340463458,10.5169340463458
"531",1995,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",171,0.181336161187699,18.1336161187699
"532",1996,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",326,0.289777777777778,28.9777777777778
"533",1996,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",209,0.208791208791209,20.8791208791209
"534",1997,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",543,0.319787985865724,31.9787985865724
"535",1997,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",74,0.0138317757009346,1.38317757009346
"536",1998,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",333,0.0705657978385251,7.05657978385251
"537",1998,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",37,0.00861466821885914,0.861466821885914
"538",1999,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",738,0.178217821782178,17.8217821782178
"539",1999,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",85,0.0206210577389617,2.06210577389617
"540",2000,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1082,0.228946254760897,22.8946254760897
"541",2000,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",160,0.0372352804282057,3.72352804282057
"542",2001,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1921,0.405702217529039,40.5702217529039
"543",2001,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",264,0.0333965844402277,3.33965844402277
"544",2002,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",3517,0.697540658468862,69.7540658468862
"545",2002,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",224,0.0778318276580959,7.78318276580959
"546",2003,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",2647,0.280759439966059,28.0759439966059
"547",2003,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",210,0.05332656170645,5.332656170645
"548",2004,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1405,0.110023492560689,11.0023492560689
"549",2004,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",314,0.0392843738270987,3.92843738270987
"550",2005,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1837,0.263558106169297,26.3558106169297
"551",2005,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",210,0.0344714379514117,3.44714379514117
"552",2006,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",909,0.071727294247613,7.1727294247613
"553",2006,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",275,0.0193962477077162,1.93962477077162
"554",2007,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1104,0.116063919259882,11.6063919259882
"555",2007,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",334,0.0347301653322242,3.47301653322242
"556",2008,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",959,0.0956322297566813,9.56322297566813
"557",2008,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",307,0.0175639338634933,1.75639338634933
"558",2009,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1634,0.234433285509326,23.4433285509326
"559",2009,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",269,0.0661096092405997,6.61096092405996
"560",2010,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1844,0.183318421314246,18.3318421314246
"561",2010,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",204,0.0277815606700259,2.77815606700259
"562",2011,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",766,0.10027490509229,10.027490509229
"563",2011,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",99,0.0191415313225058,1.91415313225058
"564",2012,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",477,0.0565299834083906,5.65299834083906
"565",2012,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",281,0.0327238849423547,3.27238849423547
"566",2013,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1247,0.130371144798745,13.0371144798745
"567",2013,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",100,0.0152695067949305,1.52695067949305
"568",2014,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1307,0.190164411465154,19.0164411465154
"569",2014,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",91,0.0158813263525305,1.58813263525305
"570",2015,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",1316,0.132741577567077,13.2741577567077
"571",2015,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",401,0.0547290842090897,5.47290842090897
"572",2016,"Hatchery","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",757,0.0519596403322122,5.19596403322122
"573",2016,"Natural","North Fork Nooksack Chinook (including Middle Fork Nooksack River)",207,0.023242757691444,2.3242757691444
"574",1986,"Composite","North Fork Stillaguamish Chinook",980,0.027217685941232,2.7217685941232
"575",1987,"Composite","North Fork Stillaguamish Chinook",1065,0.0316926556362338,3.16926556362338
"576",1988,"Composite","North Fork Stillaguamish Chinook",591,0.0174976314542871,1.74976314542871
"577",1989,"Composite","North Fork Stillaguamish Chinook",560,0.0176305764568838,1.76305764568838
"578",1990,"Composite","North Fork Stillaguamish Chinook",636,0.0169450883222764,1.69450883222764
"579",1991,"Composite","North Fork Stillaguamish Chinook",1396,0.0500268769037807,5.00268769037807
"580",1992,"Composite","North Fork Stillaguamish Chinook",486,0.0213504371128586,2.13504371128586
"581",1993,"Composite","North Fork Stillaguamish Chinook",583,0.0298698637155446,2.98698637155446
"582",1994,"Composite","North Fork Stillaguamish Chinook",667,0.0320303495966193,3.20303495966193
"583",1995,"Composite","North Fork Stillaguamish Chinook",599,0.0227065959059894,2.27065959059894
"584",1996,"Composite","North Fork Stillaguamish Chinook",993,0.0352415090321894,3.52415090321894
"585",1997,"Composite","North Fork Stillaguamish Chinook",930,0.0552420552420552,5.52420552420552
"586",1998,"Composite","North Fork Stillaguamish Chinook",1269,0.0425268096514745,4.25268096514745
"587",1999,"Composite","North Fork Stillaguamish Chinook",845,0.0443360092344824,4.43360092344824
"588",2000,"Composite","North Fork Stillaguamish Chinook",1408,0.0501513802315227,5.01513802315227
"589",2001,"Composite","North Fork Stillaguamish Chinook",1065,0.035905734803277,3.5905734803277
"590",2002,"Composite","North Fork Stillaguamish Chinook",1235,0.0302562594933608,3.02562594933608
"591",2003,"Composite","North Fork Stillaguamish Chinook",883,0.0456992029810579,4.56992029810579
"592",2004,"Composite","North Fork Stillaguamish Chinook",1338,0.0358089120835006,3.58089120835006
"593",2005,"Composite","North Fork Stillaguamish Chinook",947,0.0359665780478542,3.59665780478542
"594",2006,"Composite","North Fork Stillaguamish Chinook",1035,0.0432186403875063,4.32186403875063
"595",2007,"Composite","North Fork Stillaguamish Chinook",567,0.0450930491490377,4.50930491490377
"596",2008,"Hatchery","North Fork Stillaguamish Chinook",554,0.0552453131232549,5.52453131232549
"597",2008,"Natural","North Fork Stillaguamish Chinook",839,0.0480004576920876,4.80004576920877
"598",2009,"Hatchery","North Fork Stillaguamish Chinook",527,0.075609756097561,7.5609756097561
"599",2009,"Natural","North Fork Stillaguamish Chinook",431,0.105922831162448,10.5922831162448
"600",2010,"Hatchery","North Fork Stillaguamish Chinook",358,0.0355900188885575,3.55900188885575
"601",2010,"Natural","North Fork Stillaguamish Chinook",405,0.0551545689772572,5.51545689772573
"602",2011,"Hatchery","North Fork Stillaguamish Chinook",450,0.05890823406205,5.890823406205
"603",2011,"Natural","North Fork Stillaguamish Chinook",464,0.0897138437741686,8.97138437741686
"604",2012,"Hatchery","North Fork Stillaguamish Chinook",632,0.0748992652287272,7.48992652287272
"605",2012,"Natural","North Fork Stillaguamish Chinook",714,0.0831489460812857,8.31489460812857
"606",2013,"Hatchery","North Fork Stillaguamish Chinook",303,0.0316779926816519,3.16779926816519
"607",2013,"Natural","North Fork Stillaguamish Chinook",470,0.0717666819361735,7.17666819361735
"608",2014,"Hatchery","North Fork Stillaguamish Chinook",276,0.0401571366215626,4.01571366215626
"609",2014,"Natural","North Fork Stillaguamish Chinook",141,0.0246073298429319,2.46073298429319
"610",2015,"Hatchery","North Fork Stillaguamish Chinook",129,0.0130119023602986,1.30119023602986
"611",2015,"Natural","North Fork Stillaguamish Chinook",242,0.033028524634912,3.3028524634912
"612",2016,"Hatchery","North Fork Stillaguamish Chinook",227,0.0155810282105841,1.55810282105841
"613",2016,"Natural","North Fork Stillaguamish Chinook",516,0.0579384684482371,5.79384684482371
"614",2017,"Hatchery","North Fork Stillaguamish Chinook",598,0.0472279260780287,4.72279260780287
"615",2017,"Natural","North Fork Stillaguamish Chinook",546,0.0547972701726214,5.47972701726214
"616",2018,"Hatchery","North Fork Stillaguamish Chinook",509,0.0519865182310285,5.19865182310285
"617",2018,"Natural","North Fork Stillaguamish Chinook",117,0.0134128166915052,1.34128166915052
"618",1952,"Composite","Puyallup Chinook",2183,1,100
"619",1953,"Composite","Puyallup Chinook",1887,1,100
"620",1954,"Composite","Puyallup Chinook",1369,1,100
"621",1955,"Composite","Puyallup Chinook",1295,1,100
"622",1956,"Composite","Puyallup Chinook",2738,1,100
"623",1957,"Composite","Puyallup Chinook",555,1,100
"624",1958,"Composite","Puyallup Chinook",962,1,100
"625",1960,"Composite","Puyallup Chinook",703,0.121584226911103,12.1584226911103
"626",1963,"Composite","Puyallup Chinook",148,0.0561456752655539,5.61456752655539
"627",1964,"Composite","Puyallup Chinook",962,0.444958371877891,44.4958371877891
"628",1965,"Composite","Puyallup Chinook",1406,0.116932801064538,11.6932801064538
"629",1966,"Composite","Puyallup Chinook",4218,0.244012495661229,24.4012495661229
"630",1967,"Composite","Puyallup Chinook",1480,0.183965195773773,18.3965195773773
"631",1968,"Composite","Puyallup Chinook",888,0.0587107438016529,5.87107438016529
"632",1969,"Composite","Puyallup Chinook",444,0.0343175142989643,3.43175142989643
"633",1970,"Composite","Puyallup Chinook",3034,0.109026879402041,10.9026879402041
"634",1971,"Composite","Puyallup Chinook",1702,0.0778448591291621,7.78448591291621
"635",1972,"Composite","Puyallup Chinook",555,0.0432579890880748,4.32579890880748
"636",1973,"Composite","Puyallup Chinook",407,0.0292448085075807,2.92448085075807
"637",1974,"Composite","Puyallup Chinook",1036,0.0383504849337381,3.83504849337381
"638",1975,"Composite","Puyallup Chinook",1887,0.0770204081632653,7.70204081632653
"639",1976,"Composite","Puyallup Chinook",666,0.0260859347459951,2.60859347459951
"640",1977,"Composite","Puyallup Chinook",444,0.0198409151845563,1.98409151845563
"641",1978,"Composite","Puyallup Chinook",407,0.0148768184808831,1.48768184808831
"642",1979,"Composite","Puyallup Chinook",2405,0.0655652790272893,6.55652790272893
"643",1980,"Composite","Puyallup Chinook",2109,0.0504255929609793,5.04255929609793
"644",1981,"Composite","Puyallup Chinook",111,0.00612582781456954,0.612582781456954
"645",1982,"Composite","Puyallup Chinook",925,0.0455642579183291,4.55642579183291
"646",1983,"Composite","Puyallup Chinook",666,0.0302273861934371,3.02273861934371
"647",1984,"Composite","Puyallup Chinook",1073,0.0432940606843125,4.32940606843125
"648",1985,"Composite","Puyallup Chinook",703,0.0219550281074329,2.19550281074329
"649",1986,"Composite","Puyallup Chinook",148,0.00411042604010443,0.411042604010443
